FILENAME,INSTRUMENT,BIBCODE,OBSERVATION_DATE,OBSERVATION_MJD,NAME,DESIGNATION,RA,DEC,SOURCE_KEY,OBSERVATION_TIME,PROGRAM_NUMBER,PROGRAM_PI,OBSERVER,RESOLUTION,AIRMASS,REDUCTION_SPEXTOOL_VERSION,QUALITY_FLAG,MEDIAN_SNR,SSPT,SPEX_GRAVITY_CLASSIFICATION,OSPT,OSPT_REF,NSPT,NSPT_REF,SPT,SPT_REF,OBJECT_TYPE,MAG_2MASS_J,E_MAG_2MASS_J,MAG_2MASS_H,E_MAG_2MASS_H,MAG_2MASS_KS,E_MAG_2MASS_KS,JK_EXCESS,COLOR_EXTREMITY,LUMINOSITY_CLASS,METALLICITY_CLASS,GRAVITY_CLASS_OPTICAL,GRAVITY_CLASS_OPTICAL_REF,GRAVITY_CLASS_NIR,GRAVITY_CLASS_NIR_REF,CLUSTER,CLUSTER_REF,BINARY,BINARY_REF,SBINARY,SBINARY_REF,COMPANION_NAME,COMPANION_REF,SIMBAD_OTYPE,SIMBAD_NAME,SIMBAD_SPT,SIMBAD_SPT_REF,SIMBAD_SEP,PARALLAX,PARALLAX_E,PARALLEX_REF,DISTANCE_PHOT,DISTANCE_PHOT_E,DISTANCE,DISTANCE_E,MU,MU_E,MU_RA,MU_DEC,MU_REF,VTAN,VTAN_E,RV,RV_E,RV_REF,VSINI,VSINI_E,VSINI_REF,NOTE
10042_11301.fits,SPEX-PRISM,2006AJ....132.2074M,20030523,52783.034,2MASS J17072343-0558249A,J17072343-0558249,256.84763,-5.9735832,11301,12 49 16.361235,,,Burgasser,120,1.193,3.4,OK,192,L1.0,FLD-G,,,M9,2006AJ....132.2074M,M9,2006AJ....132.2074M,VLM,12.26,0.11,11.59,0.07,11.03,0.08,-0.09,,,,,,FLD-G,SPL,,,Y,,,,,,brownD*,2MASS J17072343-0558249,M9+L3,2008AJ....136.1290R,,,,,,,,,109.66,60.01,100,45,2007AJ....133.2258S,,,,,,,,,binary: sep=0.99+/-0.14 at 142+/-3 deg on 2004 August 10 (McElwain and Burgasser 2006)
10043_11300.fits,SPEX-PRISM,2006AJ....132.2074M,20030523,52783.023,2MASS J17072343-0558249B,J17072343-0558249,256.84763,-5.9735832,11300,12 33 26.020162,,,Burgasser,120,1.167,3.4,OK,138,L1.0,FLD-G,,,L3,2006AJ....132.2074M,L3,2006AJ....132.2074M,VLM,13.96,0.11,12.72,0.04,12.2,0.08,0.15,,,,,,FLD-G,SPL,,,Y,,,,,,brownD*,2MASS J17072343-0558249,M9+L3,2008AJ....136.1290R,,,,,,,,,109.66,60.01,100,45,2007AJ....133.2258S,,,,,,,,,binary: sep=0.99+/-0.14 at 142+/-3 deg on 2004 August 10 (McElwain and Burgasser 2006)
10044_11326.fits,SPEX-PRISM,2004AJ....127.2856B,20030523,52783.049,2MASS J17252029-0024508,J17252029-0024508,261.33453,-0.41411111,11326,13 11 4.8848490,,,Burgasser,120,1.154,v3.4,OK,51,M6.0,,,,M5,2004AJ....127.2856B,M5,2004AJ....127.2856B,VLM,15.911,0.09,15.044,0.081,15.077,0.152,0.06,,,,,,,,,,,,,,,,brownD*,2MASS J17252029-0024508,M5V,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
10045_11350.fits,SPEX-PRISM,2004AJ....127.2856B,20030523,52783.061,2MASS J17364839+0220426,J17364839+0220426,264.20163,2.3451667,11350,13 28 3.5745223,,,Burgasser,120,1.145,v3.4,OK,53,M8.0,FLD-G,,,M8,2004AJ....127.2856B,M8,2004AJ....127.2856B,VLM,15.755,0.084,15.46,0.121,14.567,0.087,-0.07,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J17364839+0220426,M8V,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
10046_11368.fits,SPEX-PRISM,2004AJ....127.2856B,20030523,52783.077,SDSSp J175032.96+175903.9,J17503293+1759042,267.63724,17.984501,11368,13 50 37.341067,,,Burgasser,120,1.101,v3.4,OK,33,T3.0,,,,T3.5,2006ApJ...637.1067B,T3.5,2006ApJ...637.1067B,VLM,16.34,0.101,15.952,0.132,15.478,0.189,-0.23,,,,,,,,,,,,,,,,brownD*,2MASS J17503293+1759042,T3.5,2000ApJ...531L..57B,,36.24,4.53,2012ApJ...752...56F,,,27.594,3.449,204.17,8.6,178,100,2009AJ....137....1F,26.70390942,3.522514194,,,,,,,
10047_11392.fits,SPEX-PRISM,2004AJ....127.2856B,20030523,52783.096,2MASS J18244344+2937133,J18244344+2937133,276.18097,29.620361,11392,14 18 11.109925,,,Burgasser,120,1.097,v3.4,OK,49,M6.0,,,,M5,2004AJ....127.2856B,M5,2004AJ....127.2856B,VLM,15.93,0.09,15.8,0.14,15.57,,-0.01,,,,,,,,,,,,,,,,brownD*,2MASS J18244344+2937133,M6V,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
10048_11471.fits,SPEX-PRISM,2004AJ....127.2856B,20030523,52783.109,SDSS J202820.32+005226.5,J20282035+0052265,307.08481,0.87402779,11471,14 36 27.511540,,,Burgasser,120,1.058,v3.4,OK,182,L2.0,FLD-G,L3,2002AJ....123.3409H,,,L3,2002AJ....123.3409H,VLM,14.298,0.035,13.377,0.031,12.793,0.03,0.12,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MUCD 20866,L2.5,2014AJ....147...34S,,,,,,,,,114.21,20.52,114,7,2008MNRAS.384.1399J,,,,,,,,,
10049_11495.fits,SPEX-PRISM,2004AJ....127.2856B,20030523,52783.131,2MASSI J2057540-025230,J20575409-0252302,314.47537,-2.8750558,11495,15 08 31.490712,,,Burgasser,120,1.085,v3.4,OK,232,L1.0,INT-G,L1.5,2003AJ....126.2421C,L1.5,2004A&A...416L..17K,L1.5,2003AJ....126.2421C,VLM,13.121,0.024,12.268,0.024,11.724,0.025,0.12,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MUCD 12054,L1,2014AJ....147...34S,,70.1,3.7,2012ApJ...752...56F,,,14.265,0.753,80.06,20.22,13,-79,2007AJ....133.2258S,5.413639577,1.397017615,-24.68,0.43,2010ApJ...723..684B,60.56,0.37,2010ApJ...723..684B,
10050_11504.fits,SPEX-PRISM,2004AJ....127.2856B,20030523,52783.122,2MASSI J2107316-030733,J21073169-0307337,316.88205,-3.1260276,11504,14 55 39.623902,,,Burgasser,120,1.095,v3.4,OK,137,L1.0,FLD-G,L0,2003AJ....126.2421C,,,L0,2003AJ....126.2421C,VLM,14.2,0.032,13.443,0.031,12.878,0.03,0,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J21073169-0307337,L0,2009AJ....137....1F,,,,,,,,,170.29,22.2,170,-10,2008MNRAS.384.1399J,,,,,,,,,
10051_10171.fits,SPEX-PRISM,2010ApJ...710.1142B,20030811,52862.5,DENIS-P J0205.4-1159,J02052940-1159296,31.372498,-11.991556,10171,,,,,75,,,OK,39,L9.0,,L7,1999ApJ...519..802K,L5.5+/-2,2004AJ....127.3553K,L7,1999ApJ...519..802K,VLM,14.587,0.03,13.568,0.037,12.998,0.03,-0.12,,,,,,,,,,Y,,,,,,brownD*,DENIS-P J0205.4-1159,L7+L7,2006AJ....132..891R,,50.6,1.5,2012ApJ...752...56F,,,19.763,0.586,430.15,50.36,427,52,2007AJ....133.2258S,40.29511689,4.866283295,,,,,,,binary (possible triple; Bouy et al. 2005): a=0.287+/-0.005 at 246+/-1deg (12/1/2003) (Bouy et al. 2004)
10052_11274.fits,SPEX-PRISM,2010ApJ...710.1142B,20030811,52862.5,2MASS J16452207+3004071,J16452207+3004071,251.34195,30.06864,11274,,,,,75,,,POOR,38,L2.0,FLD-G,L3,2007AJ....133..439C,,,L3,2007AJ....133..439C,VLM,15.19,0.038,14.213,0.039,13.587,0.038,0.27,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASSI J1645220+300407,L3,2010MNRAS.404.1817Z,,,,,,,,,99.82,8.54,-74,-67,2014MNRAS.437.3603S,,,,,,,,,
10054_11550.fits,SPEX-PRISM,2010ApJ...710.1142B,20030811,52862.5,2MASS J21420580-3101162,J21420580-3101162,325.5242,-31.021166,11550,,,,,75,,,POOR,24,L2.0,FLD-G,L3,2006PASP..118..659L,,,L3,2006PASP..118..659L,VLM,15.844,0.067,14.767,0.054,13.965,0.05,0.31,RED,,,,,FLD-G,SPL,Field,2015ApJS..219...33G,,,,,,,brownD*,2MASS J21420580-3101162,L2,2014AJ....147...34S,,,,,,,,,107.35,7.81,46,-97,2008MNRAS.390.1517C,,,,,,,,,
10055_11938.fits,SPEX-PRISM,2018AJ....155...34C,20030811,52862.5,2MASS J21543454-1055308,J215434543-1055308,328.6439167,-10.92523333,11938,,,,Cruz,75,,,POOR,18,L6.0,FLD-G,,,L7.0,SPL,L4beta,2014ApJ...792L..17G,VLM,16.44,0.12,15.07,0.08,14.2,0.07,0.67,RED,,,beta,2014ApJ...792L..17G,INT-G,SPL,,,,,,,,,brownD*,2MASS J21543454-1055308,L4bet,2014ApJ...792L..17G,3.98,,,,47.05,8.734,47.0566,8.734,175.6206,11.5,175.4,8.8,2015ApJ...798...73G,39.17194427,,,,,,,,
10056_10142.fits,SPEX-PRISM,2018AJ....155...34C,20030812,52863.5,2MASSW J0141032+180450,J01410321+1804502,25.263376,18.080612,10142,,,,Cruz,75,,,POOR,2,L2.0,FLD-G,L1,2007AJ....133..439C,L4.5,2003IAUS..211..197W,L1,2007AJ....133..439C,VLM,13.875,0.025,13.034,0.026,12.492,0.028,-0.14,,,,,,,,,,,,,,,,brownD*,2MASS J01410321+1804502,L4.5,2009AJ....137....1F,,,,,,,,,426.2,23.35,425,-32,2008MNRAS.390.1517C,,,24.65,0.13,2010ApJ...723..684B,,,,
10057_11055.fits,SPEX-PRISM,2018AJ....155...34C,20030812,52863.5,2MASS J1426316+155701,J1426316+155701,216.63167,15.950277,11055,,,,Cruz,75,,,OK,38,M8.0,INT-G,M9,2003AJ....126.2421C,,,M9,2003AJ....126.2421C,VLM,12.913,0.023,12.196,0.023,11.731,0.018,0.1,,,,,,INT-G,SPL,,,,,,,,,brownD*,2MASSI J1426316+155701,M9V,2011AJ....141...97W,,,,,,,,,121.66,26.87,108,-56,2009AJ....137....1F,,,22,,2011AJ....141...97W,,,,
10058_11113.fits,SPEX-PRISM,2007ApJ...659..655B,20030812,52863.5,2MASSW J1507476-162738,J15074769-1627386,226.94872,-16.460724,11113,,,,,75,,,OK,27,L5.0,FLD-G,L5,2000AJ....120..447K,L5.5,2004AJ....127.3553K,L5,2000AJ....120..447K,VLM,12.83,0.027,11.895,0.024,11.312,0.026,-0.26,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASSW J1507476-162738,L5V,2000AJ....120..447K,,136.4,0.6,2012ApJ...752...56F,,,7.331,0.032,902.11,2.4,-147.3,-890,2006AJ....132.1234C,31.34888444,0.161232608,-39.85,0.05,2010ApJ...723..684B,21.27,1.86,2010ApJ...723..684B,
10059_11118.fits,SPEX-PRISM,2018AJ....155...34C,20030812,52863.5,SDSS J15124067+3403501,J15124067+3403501,228.16945,34.063915,11118,,,,Cruz,75,,,POOR,24,L2.0,INT-G,L3,2010AJ....139.1808S,,,L3,2010AJ....139.1808S,VLM,15.04,0.038,14.046,0.038,13.413,0.037,0.26,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J15124058+3403501,L1,2009AJ....137....1F,,,,,,,,,228.22,15.62,228,-10,2009AJ....137....1F,,,,,,,,,
10061_11382.fits,SPEX-PRISM,2008ApJ...681..579B,20030812,52863.5,2MASSI J1807159+501531,J18071593+5015316,271.81638,50.258778,11382,,,,,75,,,OK,119,L1.0,FLD-G,L1.5,2003AJ....126.2421C,L1,2003IAUS..211..197W,L1.5,2003AJ....126.2421C,VLM,12.934,0.024,12.127,0.031,11.602,0.025,0.07,,,,,,FLD-G,SPL,,,,,,,,,brownD*,USNO-B1.0 1402-00308413,L1,2014AJ....147...34S,,,,,,,,,130.77,23.6,35,-126,2008MNRAS.384.1399J,,,-0.36,0.46,2010ApJ...723..684B,69.88,2.48,2010ApJ...723..684B,
10063_11618.fits,SPEX-PRISM,2010ApJ...710.1142B,20030812,52863.5,2MASS J22425317+2542573,J22425317+2542573,340.72153,25.715918,11618,,,,,75,,,OK,8,L3.0,FLD-G,L3,2007AJ....133..439C,L,2003AJ....125.3302G,L3,2007AJ....133..439C,VLM,14.812,0.039,13.744,0.028,13.048,0.034,0.2,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASSI J2242531+254257,L3,2009AJ....137....1F,,,,,,,,,411.47,21.93,409,-45,2008MNRAS.384.1399J,,,,,,,,,
10065_11627.fits,SPEX-PRISM,2018AJ....155...34C,20030812,52863.5,2MASS J22490917+3205489,J22490917+3205489,342.28821,32.096916,11627,,,,Cruz,75,,,OK,12,L7.0,INT-G,L5,2007AJ....133..439C,,,L5,2007AJ....133..439C,VLM,15.482,0.06,14.353,0.051,13.588,0.046,0.24,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASSI J2249091+320549,L5,,,,,,,,,,,,,,,,,,,,,,,
10066_11656.fits,SPEX-PRISM,2014ApJ...794..143B,20030812,52863.5,2MASS J2320292+412341,J2320292+412341,350.1217,41.394726,11656,,,,,75,,,OK,28,L0.0,INT-G,L1,,,,L1,,VLM,14.585,0.039,13.764,0.038,13.192,0.041,0.19,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10067_11664.fits,SPEX-PRISM,2010ApJ...710.1142B,20030812,52863.5,2MASS J23254530+4251488,J23254530+4251488,351.43872,42.863556,11664,,,,,75,,,OK,28,L8.0,,L8,2007AJ....133..439C,,,L8,2007AJ....133..439C,VLM,15.493,0.05,14.452,0.045,13.764,0.046,0,,,,,,,,,,,,,,,,brownD*,2MASSI J2325453+425148,L8,2007AJ....133.2258S,,,,,,,,,280,100,0,-280,2007AJ....133.2258S,,,,,,,,,
10068_11692.fits,SPEX-PRISM,2018AJ....155...34C,20030812,52863.5,2MASS J2336414+482248,J2336414+482248,354.17249,48.379997,11692,,,,Cruz,75,,,BG,31,,,galaxy?,2007AJ....133.2825R,galaxy,SPL,galaxy,2007AJ....133.2825R,GALAXY,14.85,0.038,13.775,0.043,13.178,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10069_10003.fits,SPEX-PRISM,2018AJ....155...34C,20030903,52885.5,SDSS J000112.18+153535.5,J00011218+1535355,0.30075002,15.593194,10003,,,,Cruz,75,,,OK,25,L6.0,INT-G,,,L4 beta,2015ApJS..219...33G,L4 beta,2015ApJS..219...33G,VLM,15.522,0.062,14.505,0.053,13.71,0.044,0.07,,,,beta,,INT-G,OTHER,AB Doradus,2015ApJS..219...33G,,,,,,,brownD*,2MASS J00011217+1535355,L4,2004AJ....127.3553K,,,,,,,,,225.97,27.46,150,-169,2008MNRAS.384.1399J,,,,,,,,,
10070_10044.fits,SPEX-PRISM,2018AJ....155...34C,20030903,52885.5,2MASS J00250365+4759191AB,J00250365+4759191,6.2652078,47.98864,10044,,,,Cruz,75,,,OK,92,L4.0,FLD-G,L4:,2007AJ....133..439C,,,L4:,2007AJ....133..439C,VLM,14.84,0.038,13.667,0.031,12.902,0.057,0.29,,,,,,FLD-G,SPL,,,Y,,,,HD 2057,,brownD*,2MASSI J0025036+475919,L4,2009AJ....137....1F,,23.69,1.08,2012ApJ...752...56F,,,42.212,1.924,312.13,58.8,312,-9,2009AJ....137....1F,62.45230732,12.10383871,,,,,,,binary: a=0.33 at -126.9 deg (Reid et al. 2006). This object shares a common proper motion with HD 2057; which is 3.6 arcmin away. (Cruz et al. 2006)
10071_10051.fits,SPEX-PRISM,2010ApJ...710.1142B,20030903,52885.5,2MASS J0028208+224905,J0028208+224905,7.0866666,22.818056,10051,,,,,75,,,OK,34,L6.0,INT-G,,,L5 beta,2015ApJS..219...33G,L5 beta,2015ApJS..219...33G,VLM,15.607,0.072,14.468,0.053,13.781,0.063,0.06,,,,beta,,INT-G,OTHER,,,,,,,,,brownD*,2MASS J00282091+2249050,L7:,2010ApJ...710.1142B,,,,,,,,,,,,,,,,,,,,,,
10072_10132.fits,SPEX-PRISM,2010ApJ...710.1142B,20030903,52885.5,2MASS J01311838+3801554,J01311838+3801554,22.826584,38.032055,10132,,,,,75,,,OK,87,L2.0,FLD-G,L4:,2007AJ....133..439C,,,L4:,2007AJ....133..439C,VLM,14.679,0.034,13.696,0.034,13.054,0.034,0.28,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MUCD 13061,L4,2009AJ....137....1F,,,,,,,,,394.61,19.85,394,-22,2008MNRAS.390.1517C,,,,,,,,,
10073_10263.fits,SPEX-PRISM,2010ApJ...710.1142B,20030903,52885.5,2MASS J03185403-3421292,J03185403-3421292,49.725124,-34.358109,10263,,,,,75,,,OK,36,L8.0,,L7,2008ApJ...689.1295K,L6 beta,2015ApJS..219...33G,L7,2008ApJ...689.1295K,VLM,15.569,0.055,14.346,0.044,13.507,0.039,0.32,RED,,,beta,,INT-G,OTHER,,,,,,,,,brownD*,2MUCD 10176,L7,2014AJ....147...34S,,72.9,7.7,2012ApJ...752...56F,,,13.717,1.449,404.29,10.77,402,43,2008MNRAS.390.1517C,26.28737747,2.863532073,,,,,,,
10074_10272.fits,SPEX-PRISM,2018AJ....155...34C,20030903,52885.5,2MASS J03250136+2253039,J03250136+2253039,51.255669,22.884417,10272,,,,Cruz,75,,,POOR,17,L6.0,FLD-G,L3,2007AJ....133..439C,,,L3,2007AJ....133..439C,VLM,15.426,0.049,14.328,0.047,13.774,0.049,-0.23,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASSI J0325013+225303,L3,2009AJ....137....1F,,,,,,,,,430.51,19.1,405,-146,2009AJ....137....1F,,,,,,,,,
10075_10437.fits,SPEX-PRISM,2018AJ....155...34C,20030903,52885.5,2MASS J05361998-1920396,J05361998-1920396,84.083244,-19.344334,10437,,,,Cruz,75,,,OK,56,L6.0,VL-G,L2gamma,2013AJ....145....2F,L2 vlg,2010ApJ...715..561A,L2gamma,2013AJ....145....2F,VLM,15.768,0.075,14.693,0.071,13.854,0.062,0.13,,,,gamma,,LOW-G,OTHER,Columba,2015ApJS..219...33G,,,,,,,brownD*,2MASSI J0536199-192039,L1,2009AJ....137....1F,,25.6,9.4,2012ApJ...752...56F,,,39.063,14.343,39.26,7.29,24.6,-30.6,2012ApJ...752...56F,7.269640896,2.990878019,,,,,,,
10076_11155.fits,SPEX-PRISM,2018AJ....155...34C,20030903,52885.5,2MASS J15392137+6502364,J15392137+6502364,234.83904,65.043442,11155,,,,Cruz,75,,,OK,69,L1.0,FLD-G,L1,,,,L1,,VLM,14.604,0.036,13.709,0.033,13.2,0.035,0.06,,,,,,INT-G,SPL,,,,,,,,,brownD*,2MASS J15392137+6502364,L1,2009AJ....137....1F,,,,,,,,,53.74,27.31,-38,38,2009AJ....137....1F,,,,,,,,,
10077_11155.fits,SPEX-PRISM,2018AJ....155...34C,20030903,52885.5,2MASS J15392137+6502364,J15392137+6502364,234.83904,65.043442,11155,,,,Cruz,75,,,OK,69,L1.0,INT-G,L1,,,,L1,,VLM,14.604,0.036,13.709,0.033,13.2,0.035,0.06,,,,,,INT-G,SPL,,,,,,,,,brownD*,2MASS J15392137+6502364,L1,2009AJ....137....1F,,,,,,,,,53.74,27.31,-38,38,2009AJ....137....1F,,,,,,,,,
10078_11202.fits,SPEX-PRISM,2018AJ....155...34C,20030903,52885.5,2MASS J16062665+6837268,J16062665+6837268,241.61104,68.624115,11202,,,,Cruz,75,,,OK,19,L5.0,INT-G,L2:,,,,L2:,,VLM,14.905,0.041,14.022,0.049,13.432,0.042,-0.23,,,,,,INT-G,SPL,,,,,,,,,brownD*,2MASS J16062665+6837268,L2,2009AJ....137....1F,,,,,,,,,93.48,24.35,-83,43,2009AJ....137....1F,,,,,,,,,
10081_11543.fits,SPEX-PRISM,2006ApJ...637.1067B,20030903,52885.5,2MASS J21392676+0220226,J21392676+0220226,324.86148,2.3396111,11543,,,,,75,,,OK,10,T2.0,,,,T1.5,2006ApJ...637.1067B,T1.5,2006ApJ...637.1067B,VLM,15.264,0.049,14.165,0.053,13.582,0.045,0.37,RED,,,,,,,,,,,,,,,brownD*,CFBDS J213926+022023,T1.5,2006ApJ...637.1067B,,101.5,2,2013MNRAS.433.2054S,,,9.852,0.194,501.67,3.36,485.9,124.8,2013MNRAS.433.2054S,23.42779126,0.487570751,-23.3,1.1,2013AJ....145...71K,,,,
10082_11544.fits,SPEX-PRISM,2018AJ....155...34C,20030903,52885.5,2MASS J21395208+2148397,J21395208+2148397,324.96701,21.811028,11544,,,,Cruz,75,,,OK,37,L6.0,FLD-G,L3:,,,,L3:,,VLM,15.875,0.073,14.811,0.059,14.056,0.068,0,,,,,,FLD-G,SPL,,,,,,,,,IR,2MASS J21395208+2148397,L2.0,2010ApJ...710.1142B,,,,,,,,,,,,,,,,,,,,,,
10083_11665.fits,SPEX-PRISM,2010ApJ...710.1142B,20030903,52885.5,2MASS J2325560-025950,J2325560-025950,351.48334,-2.9972222,11665,,,,,75,,,OK,92,L2.0,INT-G,L3:,,,,L3:,,VLM,15.961,0.078,14.935,0.07,14.115,0.057,0.21,,,,,,INT-G,SPL,AB Doradus,2015ApJS..219...33G,,,,,,,IR,2MASS J23255604-0259508,L3.0,2010ApJ...710.1142B,,,,,,,,,,,,,,,,,,,,,,
10084_10037.fits,SPEX-PRISM,2010ApJ...710.1142B,20030904,52886.5,2MASS J00193927-3724392,J00193927-3724392,4.9136248,-37.410889,10037,,,,,75,,,OK,30,L3.0,INT-G,L3:,,L3: beta,2015ApJS..219...33G,L3:,2015ApJS..219...33G,VLM,15.519,0.06,14.47,0.04,13.689,0.058,0.16,,,,beta,,INT-G,OTHER,Field,2015ApJS..219...33G,,,,,,,IR,2MASS J00193927-3724392,L3.5,2010ApJ...710.1142B,,,,,,,,,,,,,,,,,,,,,,
10085_10062.fits,SPEX-PRISM,2018AJ....155...34C,20030904,52886.5,2MASS J00332386-1521309,J00332386-1521309,8.3494167,-15.358583,10062,,,,Cruz,75,,,OK,45,L4.0,FLD-G,L4beta,2009AJ....137.3345C,L1,2010ApJ...715..561A,L4beta,2009AJ....137.3345C,VLM,15.286,0.056,14.208,0.051,13.41,0.039,0.29,,,,beta,,INT-G,OTHER,,,,,,,,,brownD*,2MASS J00332386-1521309,L4,2009AJ....137....1F,,,,,,,,,333.19,27.2,330,46,2008MNRAS.390.1517C,,,,,,,,,
10086_10090.fits,SPEX-PRISM,2016ApJS..225...10F,20030904,52886.5,2MASS J00550564+0134365,J00550564+0134365,13.7735,1.5768055,10090,,,,,75,,,OK,39,L6.0,VL-G,L6:,,,,L6:,,VLM,16.436,0.114,15.27,0.075,14.438,0.069,0.17,,,,,,VL-G,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10087_10162.fits,SPEX-PRISM,2010ApJ...710.1142B,20030904,52886.5,2MASS J01550354+0950003,J01550354+0950003,28.764751,9.833416,10162,,,,,75,,,OK,53,L4.0,FLD-G,L5,,L4 beta,2015ApJS..219...33G,L4 beta,2015ApJS..219...33G,VLM,14.825,0.036,13.763,0.034,13.139,0.037,0.03,,,,beta,,INT-G,OTHER,Field,2015ApJS..219...33G,,,,,,,brownD*,2MASS J01550354+0950003,L5,2007AJ....133.2258S,,,,,,,,,310.18,70.26,309,-27,2007AJ....133.2258S,,,,,,,,,
10088_10165.fits,SPEX-PRISM,2018AJ....155...34C,20030904,52886.5,2MASS J01581172+3232013,J01581172+3232013,29.548834,32.533695,10165,,,,Cruz,75,,,POOR,12,L6.0,FLD-G,L5,,,,L5,,VLM,16.042,0.074,14.886,0.067,14.158,0.051,-0.1,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10089_10184.fits,SPEX-PRISM,2018AJ....155...34C,20030904,52886.5,2MASS J02103857-3015313,J02103857-3015313,32.660709,-30.258694,10184,,,,Cruz,75,,,OK,54,L2.0,VL-G,L0,,L0 beta,2015ApJS..219...33G,L0,,VLM,15.066,0.048,14.161,0.045,13.5,0.043,0.02,,,,beta,,INT-G,OTHER,Tucana-Horologium,2015ApJS..219...33G,,,,,,,IR,2MASS J02103857-3015313,,,,,,,,,,,,,,,,,,,,,,,,
10090_10278.fits,SPEX-PRISM,2018AJ....155...34C,20030904,52886.5,2MASS J0327409-314815,J0327409-314815,51.920418,-31.804167,10278,,,,Cruz,75,,,POOR,43,L4.0,FLD-G,L3:,,,,L3:,,VLM,16.093,0.086,15.043,0.072,14.151,0.065,0.13,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J03274091-3148156,L3,2009AJ....137....1F,,,,,,,,,42.05,26.25,38,18,2009AJ....137....1F,,,,,,,,,
10091_10356.fits,SPEX-PRISM,2004ApJ...604L..61C,20030904,52886.5,SDSSp J042348.57-041403.5,J04234858-0414035,65.952415,-4.2343054,10356,,,,,75,,,OK,55,T0.0,,L7.5,2003AJ....126.2421C,T0,2006ApJ...637.1067B,L7.5,2003AJ....126.2421C,VLM,14.465,0.027,13.463,0.035,12.929,0.034,-0.03,,,,,,,,,,Y,,,,,,brownD*,2MASSI J0423485-041403,L7.5,2003AJ....126.2421C,,65.93,1.7,2012ApJ...752...56F,,,15.168,0.391,339.61,50.22,-331,76,2007AJ....133.2258S,24.41628532,3.664982771,,,,,,,binary: sep=0.164+/-0.005 at 19.2+/-0.8 deg on 2004 Jul 22 (Burgasser et al. 2006)
10092_10394.fits,SPEX-PRISM,2010ApJ...710.1142B,20030904,52886.5,2MASS J0447430-193604,J0447430-193604,71.929161,-19.601112,10394,,,,,75,,,OK,34,L6.0,FLD-G,L5:,,,,L5:,,VLM,15.969,0.065,14.785,0.059,14.012,0.054,0.13,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J04474307-1936045,L5,2009AJ....137....1F,,,,,,,,,111.83,31.83,69,88,2009AJ....137....1F,,,,,,,,,
10093_11145.fits,SPEX-PRISM,2018AJ....155...34C,20030904,52886.5,2MASS J1531134+164128,J1531134+164128,232.80583,16.691111,11145,,,,Cruz,75,,,OK,34,L2.0,INT-G,L1:,,,,L1:,,VLM,15.582,0.056,14.54,0.052,13.803,0.049,0.31,RED,,,,,INT-G,SPL,,,,,,,,,brownD*,2MASS J15311344+1641282,L1,2009AJ....137....1F,,,,,,,,,85.88,36.07,-76,40,2009AJ....137....1F,,,,,,,,,
10094_11153.fits,SPEX-PRISM,2016ApJS..225...10F,20030904,52886.5,2MASS J15382417-1953116,J15382417-1953116,234.60071,-19.886555,11153,,,,,75,,,POOR,30,L6.0,INT-G,,,L6:,,L6:,,VLM,15.934,0.064,14.852,0.06,14.004,0.049,0.22,,,,,,INT-G,SPL,,,,,,,,,brownD*,2MASS J15382417-1953116,L6,2009AJ....137....1F,,,,,,,,,68.88,27.59,32,-61,2009AJ....137....1F,,,,,,,,,
10095_11362.fits,SPEX-PRISM,2010ApJ...710.1142B,20030904,52886.5,2MASS J17461199+5034036,J17461199+50340362,266.54996,50.567665,11362,,,,,75,,,OK,48,L5.0,FLD-G,L5,2008AJ....136.1290R,,,L5,2008AJ....136.1290R,VLM,15.096,0.058,14.047,0.055,13.529,0.044,-0.27,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J17461199+5034036,L5,2008AJ....136.1290R,,,,,,,,,259.21,33.29,258,25,2009AJ....137....1F,,,,,,,,,
