NAME,DESIGNATION,RA,DEC,SOURCE_KEY,OPT_TYPE,OPT_TYPE_REF,NIR_TYPE,NIR_TYPE_REF,LIT_TYPE,LIT_TYPE_REF,OBJECT_TYPE,J_2MASS,J_2MASS_E,H_2MASS,H_2MASS_E,KS_2MASS,KS_2MASS_E,JK_EXCESS,COLOR_EXTREMITY,LUMINOSITY_CLASS,METALLICITY_CLASS,GRAVITY_CLASS_OPTICAL,GRAVITY_CLASS_OPTICAL_REF,GRAVITY_CLASS_NIR,GRAVITY_CLASS_NIR_REF,CLUSTER,CLUSTER_REF,LIBRARY,BINARY,BINARY_REF,SBINARY,SBINARY_REF,COMPANION_NAME,COMPANION_REF,SIMBAD_OTYPE,SIMBAD_NAME,SIMBAD_SPT,SIMBAD_SPT_REF,SIMBAD_SEP,PARALLAX,PARALLAX_E,PARALLEX_REF,DISTANCE_PHOT,DISTANCE_PHOT_E,DISTANCE,DISTANCE_E,MU,MU_E,MU_RA,MU_DEC,MU_REF,VTAN,VTAN_E,RV,RV_E,RV_REF,VSINI,VSINI_E,VSINI_REF,NOTE
2MASS J00250365+4759191AB,J00250365+4759191,6.2652078,47.98864,10044,L4:,2007AJ....133..439C,,,L4:,2007AJ....133..439C,VLM,14.84,0.038,13.667,0.031,12.902,0.057,0.29,,,,,,FLD-G,SPL,,,binary companion,Y,,,,HD 2057,,brownD*,2MASSI J0025036+475919,L4,2009AJ....137....1F,,23.69,1.08,2012ApJ...752...56F,,,42.212,1.924,312.13,58.8,312,-9,2009AJ....137....1F,62.45230732,12.10383871,,,,,,,binary: a=0.33 at -126.9 deg (Reid et al. 2006). This object shares a common proper motion with HD 2057; which is 3.6 arcmin away. (Cruz et al. 2006)
LHS 1074,J00255117-0748069,6.4632082,-7.8019171,10045,sdM6,2005PASP..117..676R,,,sdM6,2005PASP..117..676R,VLM,14.684,0.043,14.231,0.042,13.879,0.058,,,,sd,,,,,,,subdwarf,,,,,,,PM*,LHS 1074,sdM6,2008ApJ...672.1153R,,,,,,,,,802.32,7.07,383,-705,2003ApJ...582.1011S,,,,,,,,,
LHS 1075,J0026004-191851,6.5016665,-19.314165,10046,dC,,,,dC,,CARBON,12.54,0.024,11.918,0.026,11.587,0.027,,,,,,,,,,,,,,,,,,C*,[BEM91] 22,C,1991AJ....101.2220B,,,,,,,,,610.3,141.42,19,-610,2002ApJS..141..187B,,,,,,,,,
2MASS J00264045+0632151,J00264045+0632159,6.6685414,6.5377498,10047,L1,SKRYZPEK-NP,,,L1,SKRYZPEK-NP,VLM,14.572,0.033,13.752,0.035,13.22,0.038,-0.05,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J00265329-0936267,J00265330-0936268,6.722083333,-9.607244444,12043,M9,2008AJ....135..785W,M9pec,2016arXiv160706117R,M9,2008AJ....135..785W,VLM,16.182,0.082,15.316,0.11,14.834,0.111,0.238,,,,,,FLD-G,SPL,,,,,,,,,,low-mass*,2MASS J00265329-0936267,M9,2008AJ....135..785W,0.744831045,,,,92.36776692,17.48027479,92.36776692,17.48027479,173.6664619,19.0262,-109,-135.2,2016arXiv160706117R,76.03520873,16.62667091,12.8,,2008AJ....135..785W,,,,
LEHPM 1-606,J00271049-1813083,6.7937083,-18.218973,10048,,,M8,BURGASSER-NP,M8,BURGASSER-NP,VLM,13.448,0.022,12.847,0.025,12.427,0.025,0,,,,,,INT-G,SPL,,,,,,,,,,PM*,2MASS J00271090-1813097,,,,,,,,,,,417.73,28.28,410,-80,2003A&A...397..575P,,,,,,,,,
PC 0025+04,J00274197+0503417,6.9248748,5.0615835,10049,M9.5,1995AJ....109..797K,L0,2010ApJ...715..561A,M9.5,1995AJ....109..797K,VLM,16.189,0.093,15.288,0.099,14.964,0.116,0.05,,,,,,INT-G,OTHER,,,young,,,,,,,brownD*,2MASS J00274197+0503417,M9.5,2009A&A...503..639T,,13.8,1.6,2002AJ....124.1170D,,,72.464,8.402,10.53,0.5,10.5,-0.8,2009AJ....137....1F,3.6169745,0.453162896,,,,,,,
LP 349-25A,J0027559+221932,6.9829168,22.325556,10050,M8:,2000AJ....120.1085G,,,M8:,2000AJ....120.1085G,VLM,10.614,0.022,9.967,0.023,9.569,0.017,0.01,,,,,,INT-G,SPL,,,,,,,,,,brownD*,LP 349-25,M8Ve,2003AJ....126.3007R,,,,,,,,,430.16,50.16,396,-168,2007AJ....133.2258S,,,-15.8,1.9,2012AJ....144...99D,48.1,6,2012AJ....144...99D,
2MASS J0028208+224905,J0028208+224905,7.0866666,22.818056,10051,,,L5 beta,2015ApJS..219...33G,L5 beta,2015ApJS..219...33G,VLM,15.607,0.072,14.468,0.053,13.781,0.063,0.06,,,,beta,,INT-G,OTHER,,,young,,,,,,,brownD*,2MASS J00282091+2249050,L7:,2010ApJ...710.1142B,,,,,,,,,,,,,,,,,,,,,,
2MASSI J0028394+150141,J00283943+1501418,7.1642914,15.028277,10052,L4.5,2000AJ....120..447K,L3,2004AJ....127.3553K,L4.5,2000AJ....120..447K,VLM,16.507,0.109,15.256,0.088,14.556,0.074,0.27,,,,,,INT-G,SPL,,,,,,,,,,brownD*,2MASSI J0028394+150141,L4.5V,2000AJ....120..447K,,,,,,,,,,,,,,,,,,,,,,
2MASS J00285545-1927165,J00285545-1927165,7.2310414,-19.454584,10053,L0:,2008AJ....136.1290R,,,L0:,2008AJ....136.1290R,VLM,14.191,0.029,13.331,0.03,12.845,0.03,0.06,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J00285545-1927165,L0:,2008AJ....136.1290R,,,,,,,,,104.58,28.38,99.5,32.2,2010AJ....139.1808S,,,,,,,,,
2MASSW J0030300-145033,J00303013-1450333,7.6255417,-14.842583,10054,L7,2000AJ....120..447K,L5 beta,2015ApJS..219...33G,L7,2000AJ....120..447K,VLM,16.278,0.111,15.273,0.1,14.481,0.1,0.2,,,,beta,,INT-G,OTHER,Argus,2015ApJS..219...33G,young,,,,,,,brownD*,2MASSW J0030300-145033,L7V,2000AJ....120..447K,,37.42,4.5,2012ApJ...752...56F,,,26.724,3.214,246.59,4.47,245,-28,2009AJ....137....1F,31.23622117,3.798835112,,,,,,,
2MASSW J0030438+313932,J00304384+3139321,7.6826663,31.658916,10055,L2,1999ApJ...519..802K,,,L2,1999ApJ...519..802K,VLM,15.48,0.054,14.617,0.057,14.027,0.048,0.08,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASSW J0030438+313932,L2,2009AJ....137....1F,,,,,,,,,75.17,21.26,-49,-57,2008MNRAS.384.1399J,,,,,,,,,
WISE J003110.04+574936.3,J00311004+5749363,7.7918334,57.826748,10056,,,L8,2013PASP..125..809T,L8,2013PASP..125..809T,VLM,14.95,0.04,13.78,0.04,13.22,0.03,0.06,,,,,,,,,,,,,,,,,brownD*,2MASS J00310928+5749364,L9,2013ApJ...777...84B,,,,,12.27,2.672,12.2787,2.6728,530.09,14.14,530,-10,2013PASP..125..809T,30.85182138,,,,,,,,
SIPS J0031-3840,J00311925-3840356,7.8302083,-38.676556,10057,L2.5,2010A&A...517A..53M,L2,2005A&A...435..363D,L2.5,2010A&A...517A..53M,VLM,14.101,0.032,13.399,0.023,12.924,0.034,-0.16,,,,,,FLD-G,SPL,,,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J00315477+0649463,J003154778+06494639,7.978208333,6.829552778,12302,,,M8.0,SPL,M7,2008AJ....136.1290R,VLM,12.82,0.024,12.184,0.027,11.718,0.023,0.102,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J00315477+0649463,M7,2008AJ....136.1290R,9.579142544,,,,28.64209023,5.449214683,28.64209023,5.449214683,280.3711825,97,272,68,2007AJ....133.2258S,38.0641752,,,,,,,,
2MASS J00320509+0219017,J00320509+0219017,8.0212088,2.3171389,10058,L1.5,2008AJ....136.1290R,M9,2003IAUS..211..197W,L1.5,2008AJ....136.1290R,VLM,14.324,0.026,13.386,0.024,12.802,0.032,0.12,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J00320509+0219017,L1.5,2008AJ....136.1290R,,,,,,,,,520.8,21.4,417,-312,2008MNRAS.384.1399J,,,,,,,,,
2MASS J00321824+2927596,J00321824+2927596,8.07525,29.46944444,12360,,,,,,,STAR,14.396,0.026,13.837,0.035,13.335,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASSI J0032431-223727,J00324308-2237272,8.1795006,-22.624222,10059,L1,2003A&A...403..929K,,,L1,2003A&A...403..929K,VLM,15.388,0.049,14.512,0.047,13.962,0.051,-0.18,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J00324308-2237272,L1,2009AJ....137....1F,,,,,,,,,116.73,30.89,115,20,2008MNRAS.384.1399J,,,,,,,,,
EROS-MP J0032-4405,J00325584-4405058,8.232667,-44.084942,10060,L0gamma,2009AJ....137.3345C,L0 vlg,2010ApJ...715..561A,L0gamma,2009AJ....137.3345C,VLM,14.776,0.035,13.857,0.034,13.269,0.036,0.15,,,,gamma,,LOW-G,OTHER,,,young,,,,,,,brownD*,EROS-MP J0032-4405,L0:,2008AJ....136.1290R,,38.4,4.8,2012ApJ...752...56F,,,26.042,3.255,158.7,4.53,128.3,-93.4,2013AJ....146..161M,19.58904901,2.511784987,,,,,,,
SDSSp J003259.36+141036.6,J00325937+1410371,8.2473755,14.176972,10061,,,L8,2002ApJ...564..466G,L8,2002ApJ...564..466G,VLM,16.83,0.169,15.648,0.142,14.946,0.109,0.09,,,,,,,,,,,,,,,,,brownD*,2MASS J00325937+1410371,L9,2014AJ....147...34S,,30.14,5.16,2012ApJ...752...56F,,,33.179,5.68,275.77,8.06,273,39,2009AJ....137....1F,43.36952872,7.532389815,,,,,,,
2MASS J00332386-1521309,J00332386-1521309,8.3494167,-15.358583,10062,L4beta,2009AJ....137.3345C,L1,2010ApJ...715..561A,L4beta,2009AJ....137.3345C,VLM,15.286,0.056,14.208,0.051,13.41,0.039,0.29,,,,beta,,INT-G,OTHER,,,young,,,,,,,brownD*,2MASS J00332386-1521309,L4,2009AJ....137....1F,,,,,,,,,333.19,27.2,330,46,2008MNRAS.390.1517C,,,,,,,,,
WISEA J003338.45+282732.4,J00333870+2827351,8.410208333,28.4589,11966,,,L5.0,SPL,L3pec,2016ApJ...817..112S,VLM,15.893,0.071,14.989,0.068,14.804,0.089,,,,,,,FLD-G,SPL,,,,,,,,,,IR,WISEA J003338.45+282732.4,,,0.36,,,,,,,,,,,,,,,,,,,,,
2MASS J00335534-0908247,J00335534-0908247,8.4805832,-9.1401939,10063,,,M7,2004AJ....127.2856B,M7,2004AJ....127.2856B,VLM,15.958,0.095,15.001,0.108,15.243,0.175,-0.1,,,,,,INT-G,SPL,,,,,,,,,,brownD*,2MASS J00335534-0908247,M8Ve:,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
2MASS J00345157+0523050,J00345157+0523050,8.7148752,5.3847222,10064,,,T6.5,2006ApJ...637.1067B,T6.5,2006ApJ...637.1067B,VLM,15.535,0.045,15.443,0.082,16.243,,-0.09,,,,,,,,,,,,,,,,,brownD*,2MASS J00345157+0523050,T6.5,2009AJ....137....1F,,105.4,7.5,2012ApJ...752...56F,,,9.488,0.675,683.21,8.63,658.8,181,2012ApJ...752...56F,30.72508726,2.220483417,,,,,,,
2MASSI J0034568-070601,J00345684-0706013,8.7368336,-7.1003609,10065,L3,2003A&A...403..929K,,,L3,2003A&A...403..929K,VLM,15.531,0.06,14.566,0.042,13.942,0.065,0.22,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J00345684-0706013,L3,2009AJ....137....1F,,,,,,,,,256.02,25.81,215,-139,2008MNRAS.390.1517C,,,,,,,,,
LSPM J0035+3934,J00355161+3934466,8.9650412,39.579609,10066,,,sdM7,BURGASSER-NP,sdM7,BURGASSER-NP,VLM,15.027,0.039,14.663,0.054,14.323,0.063,-0.09,,,sd,,,VL-G,SPL,,,subdwarf,,,,,,,PM*,LP 241-35,,,,,,,,,,,407.15,,407,11,2005AJ....129.1483L,,,,,,,,,
SDSS J003609.26+241343.3,J00360925+2413434,9.0385418,24.228724,10067,,,L5.5,2006AJ....131.2722C,L5.5,2006AJ....131.2722C,VLM,17.033,0.203,16.108,0.205,15.657,0.195,0.06,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J00360925+2413434,L6,2014AJ....147...34S,,,,,,,,,48.57,67.74,26.5,-40.7,2010AJ....139.1808S,,,,,,,,,
2MASSW J0036159+182110,J00361617+1821104,9.0673752,18.35289,10068,L3.5,2000AJ....120..447K,L4+/-1,2004AJ....127.3553K,L3.5,2000AJ....120..447K,VLM,12.466,0.027,11.588,0.029,11.058,0.021,-0.03,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,LSPM J0036+1821,L3.5,2000AJ....119..369R,,114.2,0.8,2012ApJ...752...56F,,,8.757,0.061,889.58,60.41,883,108,2007AJ....133.2258S,36.92303265,2.520565287,19.02,0.15,2010ApJ...723..684B,35.12,0.57,2010ApJ...723..684B,
SDSS J003843.99+134339.5,J00384397+13433950,9.6832085,13.727638,10069,L1,2002AJ....123.3409H,,,L1,2002AJ....123.3409H,VLM,15.908,0.069,15.203,0.073,14.758,0.102,-0.06,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J00384398+1343395,L1,2002AJ....123.3409H,,,,,,,,,76.01,17.89,64,-41,2008MNRAS.384.1399J,,,,,,,,,
HD 3651B,J0039191+211516,9.8295822,21.254444,10070,,,T7.5,2007ApJ...654..570L,T7.5,2007ApJ...654..570L,VLM,16.16,0.03,16.68,0.04,16.87,0.05,0.02,,,,,,,,,,companion,,,,,*54 Psc,2006MNRAS.373L..31M,brownD*,* 54 Psc B,T7.5,2009AJ....137....1F,,90.03,0.72,2012ApJ...752...56F,,,11.107,0.089,591.76,0.99,-461.1,-370.9,2009AJ....137....1F,31.1556469,0.25455502,,,,,,,this companion was independently discovered by Luhman et al. (2007); companion to planet-host HD 3651; sep=43.07+/-0.08 at 289.97+/-0.11deg in June 2006 (Mugrauer et al. 2006). Stated photometry on MKO system (Luhman et al. 2006). Burgasser (2006) has a near-IR spectral type of T8
WISE J004024.88+090054.8,J00402488+0900548,10.103666,9.0152225,10071,,,T7,2013ApJS..205....6M,T7,2013ApJS..205....6M,VLM,16.5,0.12,16.54,0.27,15.74,,0.4,RED,,,,,,,,,,,,,,,,brownD*,2MASS J00402492+0900547,T7,2014yCat.5144....0M,,,,,,,,,,,,,,,,,,,,,,
2MASS J00412179+3547133,J00412179+3547133,10.340792,35.787025,10072,sdM9,2010ApJS..190..100K,sdL?,2004AJ....127.2856B,sdM9,2010ApJS..190..100K,VLM,15.935,0.086,15.728,0.155,15.166,0.123,-0.19,,,sd,,,FLD-G,SPL,,,subdwarf,,,,,,,brownD*,2MASS J00412179+3547133,sdL?,2004AJ....127.2856B,,,,,,,,,103.41,21.4,-102,-17,2008MNRAS.384.1399J,,,,,,,,,
SDSS J004154.54+134135.5,J00415453+1341351,10.477208,13.693084,10073,L0,2002AJ....123.3409H,,,L0,2002AJ....123.3409H,VLM,14.454,0.034,13.673,0.037,13.236,0.025,-0.1,,,,,,INT-G,SPL,,,companion,,,,,LP 465-70,2015ApJ...802...37B,brownD*,2MASS J00415453+1341351,L0,2002AJ....123.3409H,,,,,,,,,222.08,43.27,-174,-138,2008MNRAS.384.1399J,,,,,,,,,companion to LP 465-70
LHS 1135,J00433134+2054316,10.880583,20.908777,10074,sdM6.5,2005PASP..117..676R,,,sdM6.5,2005PASP..117..676R,VLM,13.954,0.027,13.44,0.029,13.146,0.043,-0.03,,,sd,,,INT-G,SPL,,,subdwarf,,,,,,,PM*,LHS 1135,sdM6.5,,,,,,,,,,663.16,,631,-204,2005AJ....129.1483L,,,,,,,,,
2MASS J00435012+0928429,J00435012+0928429,10.95895833,9.477519444,12739,,,L2.0,SPL,L2,SPL,VLM,16.175,0.099,15.491,0.151,14.824,0.119,-0.009,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,61.7167173,11.53553006,61.7167173,11.53553006,,,,,,,,,,,,,,
2MASS J00440332+0228112,J00440332+0228112,11.01770833,2.472502778,12740,,,L7.0,SPL,L7p,SPL,VLM,16.997,0.187,15.822,0.169,14.876,0.105,0.401,RED,,,,,VL-G,SPL,,,,,,,,,,,,,,,,,,36.62072181,7.309126733,36.62072181,7.309126733,,,,,,,,,,,,,,
WISE J00440339+0228106,J00440339+0228106,11.014125,2.469461111,12606,,,L7 red,2017arXiv170303774S,L7 red,2017arXiv170303774S,VLM,16.997,0.187,15.822,0.169,14.876,0.104,0.401,,,,,,VL-G,SPL,Beta Pic,2017arXiv170303774S,,,,,,,,,,,,,,,,35.21930539,6.307497885,35.21930539,6.307497885,,,,,,,,,,,,,,
2MASS J00451330+1228538,J00451330+1228538,11.305416,12.48161,10075,,,M8.5,2010ApJS..190..100K,M8.5,2010ApJS..190..100K,VLM,15.891,0.076,15.116,0.074,14.522,0.061,0.03,,,,,,FLD-G,SPL,,,,,,,,,,Star,2MASS J00451330+1228538,M8.5,2010ApJS..190..100K,,,,,,,,,510,259.98,62.15,-506.2,2010ApJS..190..100K,,,,,,,,,
2MASSW J0045214+163445,J00452143+1634446,11.339292,16.579056,10076,L2beta,2009AJ....137.3345C,L3.5,2003IAUS..211..197W,L2beta,2009AJ....137.3345C,VLM,13.059,0.022,12.059,0.035,11.366,0.021,-0.07,,,,beta,,INT-G,OTHER,,,young,,,,,,,brownD*,2MASS J00452143+1634446,L3.5,2009AJ....137....1F,,,,,,,,,385.88,20.81,385,-26,2008MNRAS.384.1399J,,,3.29,0.17,2010ApJ...723..684B,32.82,0.17,2010ApJ...723..684B,
2MASS J00452972+4237438,J00452972+4237438,11.38875,42.63834444,12741,,,L8.0,SPL,M8p,SPL,VLM,17.057,0.195,15.994,0.167,15.302,0.135,,,,,,,VL-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISE J004542.56+361139.1,J00454256+3611391,11.427334,36.194195,10077,,,T5,2013ApJS..205....6M,T5,2013ApJS..205....6M,VLM,16.15,0.08,16.04,0.15,15.8,0.2,0.14,,,,,,,,,,,,,,,,,brownD*,2MASS J00454267+3611406,T5,2014yCat.5144....0M,,,,,,,,,,,,,,,,,,,,,,
2MASS J00461551+0252004,J004615510+02520047,11.564625,2.866797222,12361,,,M8.0,SPL,L0pec,2015ApJS..219...33G,VLM,14.401,0.033,13.705,0.036,13.286,0.035,-0.05,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J00461551+0252004,L0pec,2015ApJS..219...33G,1.672146563,,,,36.40004442,6.492407666,36.40004442,6.492407666,,,,,,,,,,,,,,
2MASS J00464841+0715177,J00464841+0715177,11.701708,7.2549167,10078,L0::,2008AJ....136.1290R,L0 gamma,2015ApJS..219...33G,L0::,2008AJ....136.1290R,VLM,13.885,0.028,13.178,0.035,12.546,0.026,-0.03,,,,gamma,,LOW-G,OTHER,Beta Pic,2015ApJS..219...33G,young,,,,,,,brownD*,2MASS J00464841+0715177,M9,2009AJ....137....1F,,,,,,,,,110.48,24.17,98,-51,2008MNRAS.384.1399J,,,,,,,,,
2MASS J00465515+2413228NE,J00465515+2413228,11.72841667,24.22391389,12098,,,,,,,VLM,13.364,0.028,12.75,0.03,12.408,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J00465515+2413228SW,J00465515+2413228,11.72795833,24.22388889,12099,,,,,,,VLM,13.364,0.028,12.75,0.03,12.408,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISEP J004701.06+680352.1,J00470106+6803521,11.754417,68.064476,10079,L7 pec,2012AJ....144...94G,L7 beta,2015ApJS..219...33G,L7 pec,2012AJ....144...94G,VLM,15.6,0.07,13.97,0.04,13.05,0.03,0.77,RED,,,beta,,INT-G,OTHER,,,young,,,,,,,brownD*,2MASS J00470038+6803543,L9pec,2013PASP..125..809T,,,,,,,,,425.44,14.14,370,-210,2013PASP..125..809T,,,,,,,,,
2MASS J00492677-0635467,J004926771-06354671,12.36154167,-6.596308333,11985,,,M9.0,SPL,M8.5,2009AJ....137....1F,VLM,13.342,0.023,12.581,0.022,12.103,0.023,0.159,,,,,,FLD-G,SPL,,,,,,,,,,PM*,2MASS J00492677-0635467,M8.5,2009AJ....137....1F,6.140504086,,,,28.03949954,5.195655584,28.03949954,5.195655584,473.2029163,30,-111,-460,2007ApJ...667..520C,62.8920878,,,,,,,,
WISE J004928.48+044059.9,J00492826+0440575,12.36775,4.6826386,10080,,,L9,2011ApJS..197...19K,L9,2011ApJS..197...19K,VLM,15.854,0.067,14.674,0.068,14.17,0.066,0.09,,,,,,,,,,,,,,,,,brownD*,EQ J0049+0441,L9,2011ApJS..197...19K,,,,,,,,,388.86,14.42,315,228,2011ApJS..197...19K,,,,,,,,,
WISE J004945.61+215120.0,J00494561+2151200,12.440042,21.855556,10081,,,T8.5,2013ApJS..205....6M,T8.5,2013ApJS..205....6M,VLM,16.72,0.16,16.51,,15.86,,,,,,,,,,,,,,,,,,,brownD*,WISE J004945.61+215120.0,T8.5,2014yCat.5144....0M,,,,,,,,,,,,,,,,,,,,,,
2MASS J00501771+1012528,J00501771+1012528,12.57425,10.21391389,12742,,,L2.0,SPL,L2,SPL,VLM,15.068,0.05,14.386,0.049,14.237,0.066,-0.529,,,,,,VL-G,SPL,,,,,,,,,,,,,,,,,,35.84975219,6.410197284,35.84975219,6.410197284,,,,,,,,,,,,,,
2MASS J00501994-3322402,J00501994-3322402,12.583083,-33.377831,10082,,,T7,2006ApJ...637.1067B,T7,2006ApJ...637.1067B,VLM,15.928,0.07,15.838,0.191,15.241,0.185,0.32,RED,,,,,,,,,,,,,,,,brownD*,2MASS J00501994-3322402,T7,2006ApJ...637.1067B,,94.6,2.4,2014ApJ...796...39T,,,10.571,0.268,1500,162.79,1200,900,2009AJ....137....1F,75.15856237,8.376526692,,,,,,,
SIPS J0050-1538,J00502444-1538184,12.601833,-15.638444,10083,L1:,2007AJ....133..439C,,,L1:,2007AJ....133..439C,VLM,13.779,0.023,13.077,0.026,12.647,0.027,-0.22,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASSI J0050244-153818,L1,2009AJ....137....1F,,,,,,,,,673.7,41.77,-495,-457,2005A&A...435..363D,,,,,,,,,
2MASSW J0051107-154417,J00511078-1544169,12.794916,-15.738028,10084,L3.5,2000AJ....120..447K,,,L3.5,2000AJ....120..447K,VLM,15.277,0.05,14.164,0.048,13.466,0.039,0.02,,,,,,INT-G,SPL,,,,,,,,,,brownD*,2MASSW J0051107-154417,L6,2014AJ....147...34S,,,,,,,,,76.11,31.24,76,-4,2008MNRAS.390.1517C,,,,,,,,,
2MASS J00512263-2251317,J00512264-2251318,12.84433333,-22.85863333,12362,,,M7.0,SPL,M7.0,SPL,VLM,13.019,0.027,12.391,0.023,11.961,0.019,0.058,,,,,,INT-G,SPL,,,,,,,,,,PM*,2MASS J00512263-2251317,,,7.405471449,,,,30.87864204,4.858704077,30.87864204,4.858704077,348.8552709,30,-310,-160,2003A&A...397..575P,51.06011914,,,,,,,,
2MASS J00521232+0012172,J00521232+0012172,13.051333,0.20477778,10085,,,L5,2011ApJ...732...56G,L5,2011ApJ...732...56G,VLM,16.361,0.108,15.561,0.134,15.457,0.157,-0.48,BLUE,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J00521232+0012172,L2,2008ApJ...676.1281M,,,,,,,,,,,,,,,,,,,,,,suspected spectral binary
NLTT 2914,J00524886+1712434,13.203584,17.212057,10086,,,esdM5,2010ApJS..190..100K,esdM5,2010ApJS..190..100K,VLM,15.785,0.068,15.314,0.104,15.134,0.116,,,,esd,,,,,,,subdwarf,,,,,,,PM*,LP 406-29,sdM5,2010ApJS..190..100K,,,,,,,,,452.55,,-431,-138,2005AJ....129.1483L,,,,,,,,,
RG 0050-2722,J005254689-27055970,13.22783333,-27.09991666,12003,,,M8.0,SPL,M7.5:V,1982MNRAS.199P..29L,VLM,13.611,0.026,12.984,0.032,12.54,0.029,0.046,,,,,,FLD-G,SPL,,,,,,,,,,PM*,RG 0050-2722,M7.5:V,1982MNRAS.199P..29L,4.536663846,46,10,1996MNRAS.281..64,37.57033199,7.524891642,21.73913043,4.72589792,106,5,56,90,2009AJ....137....1F,10.92260869,,,,,,,,
2MASS J00531899-3631102,J00531899-3631102,13.329125,-36.519501,10087,L3.5,2008ApJ...689.1295K,,,L3.5,2008ApJ...689.1295K,VLM,14.445,0.026,13.48,0.031,12.937,0.029,-0.09,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J00531899-3631102,L4,2014AJ....147...34S,,,,,,,,,80.95,24.7,37,-72,2008MNRAS.390.1517C,,,,,,,,,
SDSS J005358.16-011448.3,J00535816-0114483,13.49233333,-1.246675,11810,,,M2.0,SPL,M2V,2011AJ....141...97W,STAR,14.721,0.032,14.056,0.035,13.859,0.05,,,,,,,,,,,,,,,,,,*,SDSS J005358.16-011448.3,M2V,2011AJ....141...97W,146,,,,,,,,,,,,,,,19,0,2011AJ....141...97W,,,,
SDSSp J005406.55-003101.8,J00540654-00310180,13.52725,-0.51716667,10088,L1,2002AJ....123.3409H,,,L1,2002AJ....123.3409H,VLM,15.731,0.053,14.891,0.053,14.38,0.074,0.05,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J00540655-0031018,L1,2002AJ....123.3409H,,,,,,,,,256.12,12.73,200,-160,2009AJ....137....1F,,,,,,,,,possible spectral binary
TYC 1189-1404-1,J005458296+15313199,13.742875,15.52555278,11991,,,,,,,STAR,10.467,0.04,10.019,0.047,9.939,0.041,,,,,,,,,,,,,,,,,,Star,TYC 1189-1404-1,,,1.098812326,,,,,,,,47.12960852,2.8,-43.8,-17.4,2000A&A...355L..27H,,,,,,,,,
2MASS J00550460-3052000,J00550460-3052000,13.769167,-30.866667,10089,M8:,,,,M8:,,VLM,13.028,0.023,12.28,0.024,11.909,0.023,0,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J00550470-3052005,M8:,,,,,,,,,,262.49,56.57,-80,-250,2003A&A...397..575P,,,,,,,,,
2MASS J00550564+0134365,J00550564+0134365,13.7735,1.5768055,10090,L6:,,,,L6:,,VLM,16.436,0.114,15.27,0.075,14.438,0.069,0.17,,,,,,VL-G,OTHER,,,young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J00550564+0134365,J005505648+01343654,13.7735,1.576816667,12743,,,L6.0,SPL,L7,SPL,VLM,16.44,0.11,15.27,0.07,14.44,0.07,0.29,,,,,,VL-G,SPL,,,,,,,,,,IR,2MASS J00550564+0134365,,,3.520345287,,,,31.60889965,6.5652248,31.60889965,6.5652248,,,,,,,,,,,,,,
2MASS J00552554+4130184,J00552554+4130184,13.856417,41.505112,10091,,,M8,2004AJ....127.2856B,M8,2004AJ....127.2856B,VLM,15.808,0.084,14.963,0.082,14.985,0.113,-0.01,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J00552554+4130184,M8Ve:,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
2MASS J00554279+1301043,J00554279+1301043,13.928292,13.01786,10092,M6,2010ApJS..190..100K,d/sdM7,2010ApJS..190..100K,M6,2010ApJS..190..100K,VLM,15.81,0.071,15.16,0.086,14.828,0.09,-0.06,,,d/sd,,,INT-G,SPL,,,subdwarf,,,,,,,Star,2MASS J00554279+1301043,dM7?,2010ApJS..190..100K,,,,,,,,,200,70.18,-131.21,-150.94,2010ApJS..190..100K,,,,,,,,,
